Kanata	0004
C=	1
S	            116	          0	D
L	            116	          0	PC 00001250
S	            116	          0	D
L	            116	          0	 Scoreboard Set: 0e 00000000
R	            113	            111	          0
C	1
S	            115	          0	W
I	            118	            118	  0
S	            118	          0	F
L	            118	          0	PC 00001258
S	            116	          0	E
L	            116	          0	 Standard instr 
S	            117	          0	D
L	            117	          0	PC 00001254
S	            117	          0	D
L	            117	          0	 Scoreboard Set: 11 00000000
R	            114	            112	          0
C	1
S	            116	          0	W
L	            116	          0	 Scoreboard: 0e 00000001
I	            119	            119	  0
S	            119	          0	F
L	            119	          0	PC 0000125c
S	            117	          0	E
L	            117	          0	 Standard instr 
S	            118	          0	D
L	            118	          0	PC 00001258
S	            118	          0	D
R	            115	            113	          0
C	1
S	            117	          0	W
L	            117	          0	 Scoreboard: 11 00000001
I	            120	            120	  0
S	            120	          0	F
L	            120	          0	PC 00001260
S	            118	          0	E
L	            118	          0	 MEM Mem { byte_en: 'hf, addr: 'h0000206c, data: 'h000000f8 }
S	            119	          0	D
L	            119	          0	PC 0000125c
S	            119	          0	D
R	            116	            114	          0
C	1
S	            118	          0	W
I	            121	            121	  0
S	            121	          0	F
L	            121	          0	PC 00001264
S	            119	          0	E
L	            119	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020ac, data: 'h000001f0 }
S	            120	          0	D
L	            120	          0	PC 00001260
S	            120	          0	D
L	            120	          0	 Scoreboard Set: 0e 00000000
R	            117	            115	          0
C	1
S	            119	          0	W
I	            122	            122	  0
S	            122	          0	F
L	            122	          0	PC 00001268
S	            120	          0	E
L	            120	          0	 Standard instr 
S	            121	          0	D
L	            121	          0	PC 00001264
S	            121	          0	D
L	            121	          0	 Scoreboard Set: 11 00000000
R	            118	            116	          0
C	1
S	            120	          0	W
L	            120	          0	 Scoreboard: 0e 00000001
I	            123	            123	  0
S	            123	          0	F
L	            123	          0	PC 0000126c
S	            121	          0	E
L	            121	          0	 Standard instr 
S	            122	          0	D
L	            122	          0	PC 00001268
S	            122	          0	D
R	            119	            117	          0
C	1
S	            121	          0	W
L	            121	          0	 Scoreboard: 11 00000001
I	            124	            124	  0
S	            124	          0	F
L	            124	          0	PC 00001270
S	            122	          0	E
L	            122	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002070, data: 'h00000108 }
S	            123	          0	D
L	            123	          0	PC 0000126c
S	            123	          0	D
R	            120	            118	          0
C	1
S	            122	          0	W
I	            125	            125	  0
S	            125	          0	F
L	            125	          0	PC 00001274
S	            123	          0	E
L	            123	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020b0, data: 'h00000210 }
S	            124	          0	D
L	            124	          0	PC 00001270
S	            124	          0	D
L	            124	          0	 Scoreboard Set: 0e 00000000
R	            121	            119	          0
C	1
S	            123	          0	W
I	            126	            126	  0
S	            126	          0	F
L	            126	          0	PC 00001278
S	            124	          0	E
L	            124	          0	 Standard instr 
S	            125	          0	D
L	            125	          0	PC 00001274
S	            125	          0	D
L	            125	          0	 Scoreboard Set: 11 00000000
R	            122	            120	          0
C	1
S	            124	          0	W
L	            124	          0	 Scoreboard: 0e 00000001
I	            127	            127	  0
S	            127	          0	F
L	            127	          0	PC 0000127c
S	            125	          0	E
L	            125	          0	 Standard instr 
S	            126	          0	D
L	            126	          0	PC 00001278
S	            126	          0	D
L	            126	          0	 Scoreboard Set: 0b 00000000
R	            123	            121	          0
C	1
S	            125	          0	W
L	            125	          0	 Scoreboard: 11 00000001
I	            128	            128	  0
S	            128	          0	F
L	            128	          0	PC 00001280
S	            126	          0	E
L	            126	          0	 Standard instr 
S	            127	          0	D
L	            127	          0	PC 0000127c
S	            127	          0	D
R	            124	            122	          0
C	1
S	            126	          0	W
L	            126	          0	 Scoreboard: 0b 00000001
I	            129	            129	  0
S	            129	          0	F
L	            129	          0	PC 00001284
S	            127	          0	E
L	            127	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002074, data: 'h00000118 }
S	            128	          0	D
L	            128	          0	PC 00001280
S	            128	          0	D
R	            125	            123	          0
C	1
S	            127	          0	W
I	            130	            130	  0
S	            130	          0	F
L	            130	          0	PC 00001288
S	            128	          0	E
L	            128	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020b4, data: 'h00000230 }
S	            129	          0	D
L	            129	          0	PC 00001284
S	            129	          0	D
L	            129	          0	 Scoreboard Set: 0e 00000000
R	            126	            124	          0
C	1
S	            128	          0	W
I	            131	            131	  0
S	            131	          0	F
L	            131	          0	PC 0000128c
S	            129	          0	E
L	            129	          0	 Standard instr 
S	            130	          0	D
L	            130	          0	PC 00001288
S	            130	          0	D
L	            130	          0	 Scoreboard Set: 11 00000000
R	            127	            125	          0
C	1
S	            129	          0	W
L	            129	          0	 Scoreboard: 0e 00000001
I	            132	            132	  0
S	            132	          0	F
L	            132	          0	PC 00001290
S	            130	          0	E
L	            130	          0	 Standard instr 
S	            131	          0	D
L	            131	          0	PC 0000128c
S	            131	          0	D
R	            128	            126	          0
C	1
S	            130	          0	W
L	            130	          0	 Scoreboard: 11 00000001
I	            133	            133	  0
S	            133	          0	F
L	            133	          0	PC 00001294
S	            131	          0	E
L	            131	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002078, data: 'h00000128 }
S	            132	          0	D
L	            132	          0	PC 00001290
S	            132	          0	D
R	            129	            127	          0
C	1
S	            131	          0	W
I	            134	            134	  0
S	            134	          0	F
L	            134	          0	PC 00001298
S	            132	          0	E
L	            132	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002088, data: 'h00000168 }
S	            133	          0	D
L	            133	          0	PC 00001294
S	            133	          0	D
R	            130	            128	          0
C	1
S	            132	          0	W
I	            135	            135	  0
S	            135	          0	F
L	            135	          0	PC 0000129c
S	            133	          0	E
L	            133	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020b8, data: 'h00000250 }
S	            134	          0	D
L	            134	          0	PC 00001298
S	            134	          0	D
R	            131	            129	          0
C	1
S	            133	          0	W
I	            136	            136	  0
S	            136	          0	F
L	            136	          0	PC 000012a0
S	            134	          0	E
L	            134	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020cc, data: 'h00000168 }
S	            135	          0	D
L	            135	          0	PC 0000129c
S	            135	          0	D
L	            135	          0	 Scoreboard Set: 0e 00000000
R	            132	            130	          0
C	1
S	            134	          0	W
I	            137	            137	  0
S	            137	          0	F
L	            137	          0	PC 000012a4
S	            135	          0	E
L	            135	          0	 Standard instr 
S	            136	          0	D
L	            136	          0	PC 000012a0
S	            136	          0	D
L	            136	          0	 Scoreboard Set: 11 00000000
R	            133	            131	          0
C	1
S	            135	          0	W
L	            135	          0	 Scoreboard: 0e 00000001
I	            138	            138	  0
S	            138	          0	F
L	            138	          0	PC 000012a8
S	            136	          0	E
L	            136	          0	 Standard instr 
S	            137	          0	D
L	            137	          0	PC 000012a4
S	            137	          0	D
L	            137	          0	 Scoreboard Set: 0b 00000000
R	            134	            132	          0
C	1
S	            136	          0	W
L	            136	          0	 Scoreboard: 11 00000001
I	            139	            139	  0
S	            139	          0	F
L	            139	          0	PC 000012ac
S	            137	          0	E
L	            137	          0	 Standard instr 
S	            138	          0	D
L	            138	          0	PC 000012a8
S	            138	          0	D
R	            135	            133	          0
C	1
S	            137	          0	W
L	            137	          0	 Scoreboard: 0b 00000001
I	            140	            140	  0
S	            140	          0	F
L	            140	          0	PC 000012b0
S	            138	          0	E
L	            138	          0	 MEM Mem { byte_en: 'hf, addr: 'h0000207c, data: 'h00000138 }
S	            139	          0	D
L	            139	          0	PC 000012ac
S	            139	          0	D
R	            136	            134	          0
C	1
S	            138	          0	W
I	            141	            141	  0
S	            141	          0	F
L	            141	          0	PC 000012b4
S	            139	          0	E
L	            139	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020bc, data: 'h00000270 }
S	            140	          0	D
L	            140	          0	PC 000012b0
S	            140	          0	D
R	            137	            135	          0
C	1
S	            139	          0	W
I	            142	            142	  0
S	            142	          0	F
L	            142	          0	PC 000012b8
S	            140	          0	E
L	            140	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020d0, data: 'h00000198 }
S	            141	          0	D
L	            141	          0	PC 000012b4
S	            141	          0	D
L	            141	          0	 Scoreboard Set: 0e 00000000
R	            138	            136	          0
C	1
S	            140	          0	W
I	            143	            143	  0
S	            143	          0	F
L	            143	          0	PC 000012bc
S	            141	          0	E
L	            141	          0	 Standard instr 
S	            142	          0	D
L	            142	          0	PC 000012b8
S	            142	          0	D
L	            142	          0	 Scoreboard Set: 11 00000000
R	            139	            137	          0
C	1
S	            141	          0	W
L	            141	          0	 Scoreboard: 0e 00000001
I	            144	            144	  0
S	            144	          0	F
L	            144	          0	PC 000012c0
S	            142	          0	E
L	            142	          0	 Standard instr 
S	            143	          0	D
L	            143	          0	PC 000012bc
S	            143	          0	D
L	            143	          0	 Scoreboard Set: 0b 00000000
R	            140	            138	          0
C	1
S	            142	          0	W
L	            142	          0	 Scoreboard: 11 00000001
I	            145	            145	  0
S	            145	          0	F
L	            145	          0	PC 000012c4
S	            143	          0	E
L	            143	          0	 Standard instr 
S	            144	          0	D
L	            144	          0	PC 000012c0
S	            144	          0	D
L	            144	          0	 Scoreboard Set: 0d 00000000
R	            141	            139	          0
C	1
S	            143	          0	W
L	            143	          0	 Scoreboard: 0b 00000001
I	            146	            146	  0
S	            146	          0	F
L	            146	          0	PC 000012c8
S	            144	          0	E
L	            144	          0	 Standard instr 
S	            145	          0	D
L	            145	          0	PC 000012c4
S	            145	          0	D
R	            142	            140	          0
C	1
S	            144	          0	W
L	            144	          0	 Scoreboard: 0d 00000001
I	            147	            147	  0
S	            147	          0	F
L	            147	          0	PC 000012cc
S	            145	          0	E
L	            145	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002080, data: 'h00000148 }
S	            146	          0	D
L	            146	          0	PC 000012c8
S	            146	          0	D
R	            143	            141	          0
C	1
S	            145	          0	W
I	            148	            148	  0
S	            148	          0	F
L	            148	          0	PC 000012d0
S	            146	          0	E
L	            146	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020c0, data: 'h00000290 }
S	            147	          0	D
L	            147	          0	PC 000012cc
S	            147	          0	D
R	            144	            142	          0
C	1
S	            146	          0	W
I	            149	            149	  0
S	            149	          0	F
L	            149	          0	PC 000012d4
S	            147	          0	E
L	            147	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020d4, data: 'h000001c8 }
S	            148	          0	D
L	            148	          0	PC 000012d0
S	            148	          0	D
L	            148	          0	 Scoreboard Set: 0e 00000000
R	            145	            143	          0
C	1
S	            147	          0	W
I	            150	            150	  0
S	            150	          0	F
L	            150	          0	PC 000012d8
S	            148	          0	E
L	            148	          0	 Standard instr 
S	            149	          0	D
L	            149	          0	PC 000012d4
S	            149	          0	D
L	            149	          0	 Scoreboard Set: 11 00000000
R	            146	            144	          0
C	1
S	            148	          0	W
L	            148	          0	 Scoreboard: 0e 00000001
I	            151	            151	  0
S	            151	          0	F
L	            151	          0	PC 000012dc
S	            149	          0	E
L	            149	          0	 Standard instr 
S	            150	          0	D
L	            150	          0	PC 000012d8
S	            150	          0	D
L	            150	          0	 Scoreboard Set: 0b 00000000
R	            147	            145	          0
C	1
S	            149	          0	W
L	            149	          0	 Scoreboard: 11 00000001
I	            152	            152	  0
S	            152	          0	F
L	            152	          0	PC 000012e0
S	            150	          0	E
L	            150	          0	 Standard instr 
S	            151	          0	D
L	            151	          0	PC 000012dc
S	            151	          0	D
R	            148	            146	          0
C	1
S	            150	          0	W
L	            150	          0	 Scoreboard: 0b 00000001
I	            153	            153	  0
S	            153	          0	F
L	            153	          0	PC 000012e4
S	            151	          0	E
L	            151	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002084, data: 'h00000158 }
S	            152	          0	D
L	            152	          0	PC 000012e0
S	            152	          0	D
R	            149	            147	          0
C	1
S	            151	          0	W
I	            154	            154	  0
S	            154	          0	F
L	            154	          0	PC 000012e8
S	            152	          0	E
L	            152	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020c4, data: 'h000002b0 }
S	            153	          0	D
L	            153	          0	PC 000012e4
S	            153	          0	D
R	            150	            148	          0
C	1
S	            152	          0	W
I	            155	            155	  0
S	            155	          0	F
L	            155	          0	PC 000012ec
S	            153	          0	E
L	            153	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020c8, data: 'h000002d0 }
S	            154	          0	D
L	            154	          0	PC 000012e8
S	            154	          0	D
R	            151	            149	          0
C	1
S	            153	          0	W
I	            156	            156	  0
S	            156	          0	F
L	            156	          0	PC 000012f0
S	            154	          0	E
L	            154	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020d8, data: 'h000001f8 }
S	            155	          0	D
L	            155	          0	PC 000012ec
S	            155	          0	D
L	            155	          0	 Scoreboard Set: 0b 00000000
R	            152	            150	          0
C	1
S	            154	          0	W
I	            157	            157	  0
S	            157	          0	F
L	            157	          0	PC 000012f4
S	            155	          0	E
L	            155	          0	 Standard instr 
R	            153	            151	          0
C	1
S	            155	          0	W
L	            155	          0	 Scoreboard: 0b 00000001
S	            156	          0	D
L	            156	          0	PC 000012f0
S	            156	          0	D
R	            154	            152	          0
C	1
I	            158	            158	  0
S	            158	          0	F
L	            158	          0	PC 000012f8
S	            156	          0	E
L	            156	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020dc, data: 'h00000228 }
S	            157	          0	D
L	            157	          0	PC 000012f4
S	            157	          0	D
L	            157	          0	 Scoreboard Set: 0b 00000000
R	            155	            153	          0
C	1
S	            156	          0	W
I	            159	            159	  0
S	            159	          0	F
L	            159	          0	PC 000012fc
S	            157	          0	E
L	            157	          0	 Standard instr 
C	1
S	            157	          0	W
L	            157	          0	 Scoreboard: 0b 00000001
S	            158	          0	D
L	            158	          0	PC 000012f8
S	            158	          0	D
R	            156	            154	          0
C	1
I	            160	            160	  0
S	            160	          0	F
L	            160	          0	PC 00001300
S	            158	          0	E
L	            158	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020e4, data: 'h00000288 }
S	            159	          0	D
L	            159	          0	PC 000012fc
S	            159	          0	D
L	            159	          0	 Scoreboard Set: 0b 00000000
R	            157	            155	          0
C	1
S	            158	          0	W
I	            161	            161	  0
S	            161	          0	F
L	            161	          0	PC 00001304
S	            159	          0	E
L	            159	          0	 Standard instr 
C	1
S	            159	          0	W
L	            159	          0	 Scoreboard: 0b 00000001
S	            160	          0	D
L	            160	          0	PC 00001300
S	            160	          0	D
R	            158	            156	          0
C	1
I	            162	            162	  0
S	            162	          0	F
L	            162	          0	PC 00001308
S	            160	          0	E
L	            160	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020e8, data: 'h000002b8 }
S	            161	          0	D
L	            161	          0	PC 00001304
S	            161	          0	D
L	            161	          0	 Scoreboard Set: 0b 00000000
R	            159	            157	          0
C	1
S	            160	          0	W
I	            163	            163	  0
S	            163	          0	F
L	            163	          0	PC 0000130c
S	            161	          0	E
L	            161	          0	 Standard instr 
C	1
S	            161	          0	W
L	            161	          0	 Scoreboard: 0b 00000001
S	            162	          0	D
L	            162	          0	PC 00001308
S	            162	          0	D
R	            160	            158	          0
C	1
I	            164	            164	  0
S	            164	          0	F
L	            164	          0	PC 00001310
S	            162	          0	E
L	            162	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020ec, data: 'h000002e8 }
S	            163	          0	D
L	            163	          0	PC 0000130c
S	            163	          0	D
L	            163	          0	 Scoreboard Set: 0b 00000000
R	            161	            159	          0
C	1
S	            162	          0	W
I	            165	            165	  0
S	            165	          0	F
L	            165	          0	PC 00001314
S	            163	          0	E
L	            163	          0	 Standard instr 
C	1
S	            163	          0	W
L	            163	          0	 Scoreboard: 0b 00000001
S	            164	          0	D
L	            164	          0	PC 00001310
S	            164	          0	D
R	            162	            160	          0
C	1
I	            166	            166	  0
S	            166	          0	F
L	            166	          0	PC 00001318
S	            164	          0	E
L	            164	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020f0, data: 'h00000318 }
S	            165	          0	D
L	            165	          0	PC 00001314
S	            165	          0	D
L	            165	          0	 Scoreboard Set: 0b 00000000
R	            163	            161	          0
C	1
S	            164	          0	W
I	            167	            167	  0
S	            167	          0	F
L	            167	          0	PC 0000131c
S	            165	          0	E
L	            165	          0	 Standard instr 
C	1
S	            165	          0	W
L	            165	          0	 Scoreboard: 0b 00000001
S	            166	          0	D
L	            166	          0	PC 00001318
S	            166	          0	D
R	            164	            162	          0
C	1
I	            168	            168	  0
S	            168	          0	F
L	            168	          0	PC 00001320
S	            166	          0	E
L	            166	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020f8, data: 'h00000378 }
S	            167	          0	D
L	            167	          0	PC 0000131c
S	            167	          0	D
L	            167	          0	 Scoreboard Set: 0b 00000000
R	            165	            163	          0
C	1
S	            166	          0	W
I	            169	            169	  0
S	            169	          0	F
L	            169	          0	PC 00001324
S	            167	          0	E
L	            167	          0	 Standard instr 
C	1
S	            167	          0	W
L	            167	          0	 Scoreboard: 0b 00000001
S	            168	          0	D
L	            168	          0	PC 00001320
S	            168	          0	D
R	            166	            164	          0
C	1
I	            170	            170	  0
S	            170	          0	F
L	            170	          0	PC 00001328
S	            168	          0	E
L	            168	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020fc, data: 'h000003a8 }
S	            169	          0	D
L	            169	          0	PC 00001324
S	            169	          0	D
L	            169	          0	 Scoreboard Set: 0b 00000000
R	            167	            165	          0
C	1
S	            168	          0	W
I	            171	            171	  0
S	            171	          0	F
L	            171	          0	PC 0000132c
S	            169	          0	E
L	            169	          0	 Standard instr 
C	1
S	            169	          0	W
L	            169	          0	 Scoreboard: 0b 00000001
S	            170	          0	D
L	            170	          0	PC 00001328
S	            170	          0	D
R	            168	            166	          0
C	1
I	            172	            172	  0
S	            172	          0	F
L	            172	          0	PC 00001330
S	            170	          0	E
L	            170	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002100, data: 'h000003d8 }
S	            171	          0	D
L	            171	          0	PC 0000132c
S	            171	          0	D
L	            171	          0	 Scoreboard Set: 0b 00000000
R	            169	            167	          0
C	1
S	            170	          0	W
I	            173	            173	  0
S	            173	          0	F
L	            173	          0	PC 00001334
S	            171	          0	E
L	            171	          0	 Standard instr 
C	1
S	            171	          0	W
L	            171	          0	 Scoreboard: 0b 00000001
S	            172	          0	D
L	            172	          0	PC 00001330
S	            172	          0	D
R	            170	            168	          0
C	1
I	            174	            174	  0
S	            174	          0	F
L	            174	          0	PC 00001338
S	            172	          0	E
L	            172	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002104, data: 'h00000408 }
S	            173	          0	D
L	            173	          0	PC 00001334
S	            173	          0	D
L	            173	          0	 Scoreboard Set: 0b 00000000
R	            171	            169	          0
C	1
S	            172	          0	W
I	            175	            175	  0
S	            175	          0	F
L	            175	          0	PC 0000133c
S	            173	          0	E
L	            173	          0	 Standard instr 
C	1
S	            173	          0	W
L	            173	          0	 Scoreboard: 0b 00000001
S	            174	          0	D
L	            174	          0	PC 00001338
S	            174	          0	D
R	            172	            170	          0
C	1
I	            176	            176	  0
S	            176	          0	F
L	            176	          0	PC 00001340
S	            174	          0	E
L	            174	          0	 MEM Mem { byte_en: 'hf, addr: 'h0000210c, data: 'h000001e0 }
S	            175	          0	D
L	            175	          0	PC 0000133c
S	            175	          0	D
L	            175	          0	 Scoreboard Set: 0b 00000000
R	            173	            171	          0
C	1
S	            174	          0	W
I	            177	            177	  0
S	            177	          0	F
L	            177	          0	PC 00001344
S	            175	          0	E
L	            175	          0	 Standard instr 
C	1
S	            175	          0	W
L	            175	          0	 Scoreboard: 0b 00000001
S	            176	          0	D
L	            176	          0	PC 00001340
S	            176	          0	D
R	            174	            172	          0
C	1
I	            178	            178	  0
S	            178	          0	F
L	            178	          0	PC 00001348
S	            176	          0	E
L	            176	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002110, data: 'h00000220 }
S	            177	          0	D
L	            177	          0	PC 00001344
S	            177	          0	D
L	            177	          0	 Scoreboard Set: 0b 00000000
R	            175	            173	          0
C	1
S	            176	          0	W
I	            179	            179	  0
S	            179	          0	F
L	            179	          0	PC 0000134c
S	            177	          0	E
L	            177	          0	 Standard instr 
C	1
S	            177	          0	W
L	            177	          0	 Scoreboard: 0b 00000001
S	            178	          0	D
L	            178	          0	PC 00001348
S	            178	          0	D
R	            176	            174	          0
C	1
I	            180	            180	  0
S	            180	          0	F
L	            180	          0	PC 00001350
S	            178	          0	E
L	            178	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002114, data: 'h00000260 }
S	            179	          0	D
L	            179	          0	PC 0000134c
S	            179	          0	D
L	            179	          0	 Scoreboard Set: 0b 00000000
R	            177	            175	          0
C	1
S	            178	          0	W
I	            181	            181	  0
S	            181	          0	F
L	            181	          0	PC 00001354
S	            179	          0	E
L	            179	          0	 Standard instr 
C	1
S	            179	          0	W
L	            179	          0	 Scoreboard: 0b 00000001
S	            180	          0	D
L	            180	          0	PC 00001350
S	            180	          0	D
R	            178	            176	          0
C	1
I	            182	            182	  0
S	            182	          0	F
L	            182	          0	PC 00001358
S	            180	          0	E
L	            180	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002118, data: 'h000002a0 }
S	            181	          0	D
L	            181	          0	PC 00001354
S	            181	          0	D
L	            181	          0	 Scoreboard Set: 0b 00000000
R	            179	            177	          0
C	1
S	            180	          0	W
I	            183	            183	  0
S	            183	          0	F
L	            183	          0	PC 0000135c
S	            181	          0	E
L	            181	          0	 Standard instr 
C	1
S	            181	          0	W
L	            181	          0	 Scoreboard: 0b 00000001
S	            182	          0	D
L	            182	          0	PC 00001358
S	            182	          0	D
R	            180	            178	          0
C	1
I	            184	            184	  0
S	            184	          0	F
L	            184	          0	PC 00001360
S	            182	          0	E
L	            182	          0	 MEM Mem { byte_en: 'hf, addr: 'h0000211c, data: 'h000002e0 }
S	            183	          0	D
L	            183	          0	PC 0000135c
S	            183	          0	D
L	            183	          0	 Scoreboard Set: 0b 00000000
R	            181	            179	          0
C	1
S	            182	          0	W
I	            185	            185	  0
S	            185	          0	F
L	            185	          0	PC 00001364
S	            183	          0	E
L	            183	          0	 Standard instr 
C	1
S	            183	          0	W
L	            183	          0	 Scoreboard: 0b 00000001
S	            184	          0	D
L	            184	          0	PC 00001360
S	            184	          0	D
R	            182	            180	          0
C	1
I	            186	            186	  0
S	            186	          0	F
L	            186	          0	PC 00001368
S	            184	          0	E
L	            184	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002120, data: 'h00000320 }
S	            185	          0	D
L	            185	          0	PC 00001364
S	            185	          0	D
L	            185	          0	 Scoreboard Set: 0b 00000000
R	            183	            181	          0
C	1
S	            184	          0	W
I	            187	            187	  0
S	            187	          0	F
L	            187	          0	PC 0000136c
S	            185	          0	E
L	            185	          0	 Standard instr 
C	1
S	            185	          0	W
L	            185	          0	 Scoreboard: 0b 00000001
S	            186	          0	D
L	            186	          0	PC 00001368
S	            186	          0	D
R	            184	            182	          0
C	1
I	            188	            188	  0
S	            188	          0	F
L	            188	          0	PC 00001370
S	            186	          0	E
L	            186	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002124, data: 'h00000360 }
S	            187	          0	D
L	            187	          0	PC 0000136c
S	            187	          0	D
L	            187	          0	 Scoreboard Set: 0b 00000000
R	            185	            183	          0
C	1
S	            186	          0	W
I	            189	            189	  0
S	            189	          0	F
L	            189	          0	PC 00001374
S	            187	          0	E
L	            187	          0	 Standard instr 
C	1
S	            187	          0	W
L	            187	          0	 Scoreboard: 0b 00000001
S	            188	          0	D
L	            188	          0	PC 00001370
S	            188	          0	D
R	            186	            184	          0
C	1
I	            190	            190	  0
S	            190	          0	F
L	            190	          0	PC 00001378
S	            188	          0	E
L	            188	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002128, data: 'h000003a0 }
S	            189	          0	D
L	            189	          0	PC 00001374
S	            189	          0	D
L	            189	          0	 Scoreboard Set: 0b 00000000
R	            187	            185	          0
C	1
S	            188	          0	W
I	            191	            191	  0
S	            191	          0	F
L	            191	          0	PC 0000137c
S	            189	          0	E
L	            189	          0	 Standard instr 
C	1
S	            189	          0	W
L	            189	          0	 Scoreboard: 0b 00000001
S	            190	          0	D
L	            190	          0	PC 00001378
S	            190	          0	D
R	            188	            186	          0
C	1
I	            192	            192	  0
S	            192	          0	F
L	            192	          0	PC 00001380
S	            190	          0	E
L	            190	          0	 MEM Mem { byte_en: 'hf, addr: 'h0000212c, data: 'h000003e0 }
S	            191	          0	D
L	            191	          0	PC 0000137c
S	            191	          0	D
L	            191	          0	 Scoreboard Set: 0b 00000000
R	            189	            187	          0
C	1
S	            190	          0	W
I	            193	            193	  0
S	            193	          0	F
L	            193	          0	PC 00001384
S	            191	          0	E
L	            191	          0	 Standard instr 
S	            192	          0	D
L	            192	          0	PC 00001380
S	            192	          0	D
L	            192	          0	 Scoreboard Set: 0c 00000000
C	1
S	            191	          0	W
L	            191	          0	 Scoreboard: 0b 00000001
I	            194	            194	  0
S	            194	          0	F
L	            194	          0	PC 00001388
S	            192	          0	E
L	            192	          0	 Standard instr 
S	            193	          0	D
L	            193	          0	PC 00001384
S	            193	          0	D
R	            190	            188	          0
C	1
S	            192	          0	W
L	            192	          0	 Scoreboard: 0c 00000001
I	            195	            195	  0
S	            195	          0	F
L	            195	          0	PC 0000138c
S	            193	          0	E
L	            193	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002130, data: 'h00000420 }
S	            194	          0	D
L	            194	          0	PC 00001388
S	            194	          0	D
L	            194	          0	 Scoreboard Set: 0b 00000000
R	            191	            189	          0
C	1
S	            193	          0	W
I	            196	            196	  0
S	            196	          0	F
L	            196	          0	PC 00001390
S	            194	          0	E
L	            194	          0	 Standard instr 
S	            195	          0	D
L	            195	          0	PC 0000138c
S	            195	          0	D
R	            192	            190	          0
C	1
S	            194	          0	W
L	            194	          0	 Scoreboard: 0b 00000001
I	            197	            197	  0
S	            197	          0	F
L	            197	          0	PC 00001394
S	            195	          0	E
L	            195	          0	 MEM Mem { byte_en: 'hf, addr: 'h000020e0, data: 'h00000258 }
S	            196	          0	D
L	            196	          0	PC 00001390
S	            196	          0	D
R	            193	            191	          0
C	1
S	            195	          0	W
I	            198	            198	  0
S	            198	          0	F
L	            198	          0	PC 00001398
S	            196	          0	E
L	            196	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002134, data: 'h00000460 }
S	            197	          0	D
L	            197	          0	PC 00001394
S	            197	          0	D
R	            194	            192	          0
C	1
S	            196	          0	W
I	            199	            199	  0
S	            199	          0	F
L	            199	          0	PC 0000139c
S	            197	          0	E
L	            197	          0	 MEM Mem { byte_en: 'hf, addr: 'h0000214c, data: 'h00000258 }
S	            198	          0	D
L	            198	          0	PC 00001398
S	            198	          0	D
L	            198	          0	 Scoreboard Set: 0b 00000000
R	            195	            193	          0
C	1
S	            197	          0	W
I	            200	            200	  0
S	            200	          0	F
L	            200	          0	PC 000013a0
S	            198	          0	E
L	            198	          0	 Standard instr 
S	            199	          0	D
L	            199	          0	PC 0000139c
S	            199	          0	D
L	            199	          0	 Scoreboard Set: 0c 00000000
R	            196	            194	          0
C	1
S	            198	          0	W
L	            198	          0	 Scoreboard: 0b 00000001
I	            201	            201	  0
S	            201	          0	F
L	            201	          0	PC 000013a4
S	            199	          0	E
L	            199	          0	 Standard instr 
S	            200	          0	D
L	            200	          0	PC 000013a0
S	            200	          0	D
R	            197	            195	          0
C	1
S	            199	          0	W
L	            199	          0	 Scoreboard: 0c 00000001
I	            202	            202	  0
S	            202	          0	F
L	            202	          0	PC 000013a8
S	            200	          0	E
L	            200	          0	 MEM Mem { byte_en: 'hf, addr: 'h00002138, data: 'h000004a0 }
